time,datum,time_as_number,all_salt,closest_salt
1978-02-06 08:00:00,06.02.1978,8.0,,
1978-02-07 08:10:00,07.02.1978,8.166666666666666,,
1978-02-08 09:00:00,08.02.1978,9.0,,
1978-02-09 09:00:00,09.02.1978,9.0,,
1978-02-10 09:00:00,10.02.1978,9.0,,
1978-02-13 08:50:00,13.02.1978,8.833333333333334,,
1978-02-14 08:30:00,14.02.1978,8.5,,
1978-02-15 08:15:00,15.02.1978,8.25,,
1978-02-16 08:30:00,16.02.1978,8.5,,
1978-02-17 08:50:00,17.02.1978,8.833333333333334,,
1978-02-20 09:05:00,20.02.1978,9.083333333333334,,
1978-02-21 08:20:00,21.02.1978,8.333333333333334,,
1978-02-22 08:30:00,22.02.1978,8.5,,
1978-02-23 08:35:00,23.02.1978,8.583333333333334,,
1978-02-24 08:15:00,24.02.1978,8.25,,
1978-02-27 07:45:00,27.02.1978,7.75,,
1978-03-01 08:50:00,01.03.1978,8.833333333333334,,
1978-03-02 08:45:00,02.03.1978,8.75,,
1978-03-03 08:40:00,03.03.1978,8.666666666666666,,
1978-03-06 08:35:00,06.03.1978,8.583333333333334,,
1978-03-07 08:30:00,07.03.1978,8.5,,
1978-03-08 08:40:00,08.03.1978,8.666666666666666,,
1978-03-09 08:30:00,09.03.1978,8.5,,
1978-03-10 10:15:00,10.03.1978,10.25,,
1978-03-13 08:25:00,13.03.1978,8.416666666666666,,
1978-03-14 08:20:00,14.03.1978,8.333333333333334,,
1978-03-15 08:25:00,15.03.1978,8.416666666666666,,
1978-03-16 08:20:00,16.03.1978,8.333333333333334,,
1978-03-17 07:30:00,17.03.1978,7.5,,
1978-03-20 08:30:00,20.03.1978,8.5,,
1978-03-21 08:30:00,21.03.1978,8.5,,
1978-03-22 08:25:00,22.03.1978,8.416666666666666,,
1978-03-23 08:35:00,23.03.1978,8.583333333333334,,
1978-03-28 08:25:00,28.03.1978,8.416666666666666,,
1978-03-29 08:30:00,29.03.1978,8.5,,
1978-03-30 08:30:00,30.03.1978,8.5,,
1978-03-31 08:20:00,31.03.1978,8.333333333333334,,
1978-04-03 08:40:00,03.04.1978,8.666666666666666,,
1978-04-04 08:35:00,04.04.1978,8.583333333333334,,
1978-04-05 08:40:00,05.04.1978,8.666666666666666,,
1978-04-06 08:30:00,06.04.1978,8.5,,
1978-04-07 08:40:00,07.04.1978,8.666666666666666,,
1978-04-10 08:20:00,10.04.1978,8.333333333333334,,
1978-04-11 08:30:00,11.04.1978,8.5,,
1978-04-12 08:30:00,12.04.1978,8.5,,
1978-04-13 08:30:00,13.04.1978,8.5,,
1978-04-14 09:00:00,14.04.1978,9.0,,
1978-04-17 08:45:00,17.04.1978,8.75,,
1978-04-19 09:45:00,19.04.1978,9.75,,
1978-04-20 09:00:00,20.04.1978,9.0,,
1978-04-21 09:00:00,21.04.1978,9.0,,
1978-04-24 09:00:00,24.04.1978,9.0,,
1978-04-26 08:10:00,26.04.1978,8.166666666666666,,
1978-04-28 09:00:00,28.04.1978,9.0,,
1978-05-02 08:40:00,02.05.1978,8.666666666666666,,
1978-05-03 08:50:00,03.05.1978,8.833333333333334,,
1978-05-05 09:00:00,05.05.1978,9.0,,
1978-05-09 08:20:00,09.05.1978,8.333333333333334,,
1978-05-10 08:05:00,10.05.1978,8.083333333333334,,
1978-05-11 08:15:00,11.05.1978,8.25,,
1978-05-12 08:25:00,12.05.1978,8.416666666666666,,
1978-05-16 08:25:00,16.05.1978,8.416666666666666,,
1978-05-17 08:25:00,17.05.1978,8.416666666666666,,
1978-05-18 09:05:00,18.05.1978,9.083333333333334,,
1978-05-19 08:25:00,19.05.1978,8.416666666666666,,
1978-05-22 08:30:00,22.05.1978,8.5,,
1978-05-23 08:30:00,23.05.1978,8.5,,
1978-05-24 08:55:00,24.05.1978,8.916666666666666,,
1978-05-25 08:30:00,25.05.1978,8.5,,
1978-05-26 08:20:00,26.05.1978,8.333333333333334,,
1978-05-29 08:30:00,29.05.1978,8.5,,
1978-05-30 08:30:00,30.05.1978,8.5,,
1978-05-31 08:35:00,31.05.1978,8.583333333333334,,
1978-06-01 08:30:00,01.06.1978,8.5,,
1978-06-02 08:10:00,02.06.1978,8.166666666666666,,
1978-06-05 08:35:00,05.06.1978,8.583333333333334,,
1978-06-06 08:15:00,06.06.1978,8.25,,
1978-06-07 08:50:00,07.06.1978,8.833333333333334,,
1978-06-08 08:30:00,08.06.1978,8.5,,
1978-06-09 08:55:00,09.06.1978,8.916666666666666,,
1978-06-12 08:10:00,12.06.1978,8.166666666666666,,
1978-06-13 08:45:00,13.06.1978,8.75,,
1978-06-14 08:30:00,14.06.1978,8.5,,
1978-06-15 08:05:00,15.06.1978,8.083333333333334,,
1978-06-16 08:25:00,16.06.1978,8.416666666666666,,
1978-06-19 08:25:00,19.06.1978,8.416666666666666,,
1978-06-20 08:30:00,20.06.1978,8.5,,
1978-06-21 09:00:00,21.06.1978,9.0,,
1978-06-22 09:10:00,22.06.1978,9.166666666666666,,
1978-06-23 08:35:00,23.06.1978,8.583333333333334,,
1978-06-26 08:15:00,26.06.1978,8.25,,
1978-06-27 08:30:00,27.06.1978,8.5,,
1978-06-28 08:15:00,28.06.1978,8.25,,
1978-06-29 08:10:00,29.06.1978,8.166666666666666,,
1978-06-30 08:45:00,30.06.1978,8.75,,
1978-07-03 08:45:00,03.07.1978,8.75,,
1978-07-04 14:40:00,04.07.1978,14.666666666666666,,
1978-07-05 09:40:00,05.07.1978,9.666666666666666,,
1978-07-06 08:50:00,06.07.1978,8.833333333333334,,
1978-07-07 08:40:00,07.07.1978,8.666666666666666,,
1978-07-10 08:20:00,10.07.1978,8.333333333333334,,
1978-07-11 08:20:00,11.07.1978,8.333333333333334,,
1978-07-12 08:25:00,12.07.1978,8.416666666666666,,
1978-07-13 08:15:00,13.07.1978,8.25,,
1978-07-14 08:30:00,14.07.1978,8.5,,
1978-07-17 08:30:00,17.07.1978,8.5,,
1978-07-18 08:15:00,18.07.1978,8.25,,
1978-07-19 08:15:00,19.07.1978,8.25,,
1978-07-20 08:20:00,20.07.1978,8.333333333333334,,
1978-07-21 09:00:00,21.07.1978,9.0,,
1978-07-24 08:45:00,24.07.1978,8.75,,
1978-07-25 08:25:00,25.07.1978,8.416666666666666,,
1978-07-26 08:50:00,26.07.1978,8.833333333333334,,
1978-07-27 08:25:00,27.07.1978,8.416666666666666,,
1978-07-28 08:30:00,28.07.1978,8.5,,
1978-07-31 08:25:00,31.07.1978,8.416666666666666,,
1978-08-01 08:20:00,01.08.1978,8.333333333333334,,
1978-08-02 08:20:00,02.08.1978,8.333333333333334,,
1978-08-03 08:25:00,03.08.1978,8.416666666666666,,
1978-08-04 08:25:00,04.08.1978,8.416666666666666,,
1978-08-07 08:20:00,07.08.1978,8.333333333333334,,
1978-08-08 08:25:00,08.08.1978,8.416666666666666,,
1978-08-09 08:20:00,09.08.1978,8.333333333333334,,
1978-08-10 08:40:00,10.08.1978,8.666666666666666,,
1978-08-11 08:35:00,11.08.1978,8.583333333333334,,
1978-08-14 08:30:00,14.08.1978,8.5,,
1978-08-15 08:35:00,15.08.1978,8.583333333333334,,
1978-08-16 08:20:00,16.08.1978,8.333333333333334,,
1978-08-17 08:20:00,17.08.1978,8.333333333333334,,
1978-08-18 08:15:00,18.08.1978,8.25,,
1978-08-21 08:30:00,21.08.1978,8.5,,
1978-08-22 08:20:00,22.08.1978,8.333333333333334,,
1978-08-23 08:20:00,23.08.1978,8.333333333333334,,
1978-08-24 08:00:00,24.08.1978,8.0,,
1978-08-25 08:30:00,25.08.1978,8.5,,
1978-08-28 08:10:00,28.08.1978,8.166666666666666,,
1978-08-29 08:20:00,29.08.1978,8.333333333333334,,
1978-08-30 08:20:00,30.08.1978,8.333333333333334,,
1978-08-31 08:30:00,31.08.1978,8.5,,
1978-09-01 08:30:00,01.09.1978,8.5,,
1978-09-04 08:05:00,04.09.1978,8.083333333333334,,
1978-09-05 08:00:00,05.09.1978,8.0,,
1978-09-06 08:20:00,06.09.1978,8.333333333333334,,
1978-09-07 07:50:00,07.09.1978,7.833333333333333,,
1978-09-08 08:00:00,08.09.1978,8.0,,
1978-09-11 10:15:00,11.09.1978,10.25,,
1978-09-13 08:30:00,13.09.1978,8.5,,
1978-09-14 08:25:00,14.09.1978,8.416666666666666,,
1978-09-15 07:55:00,15.09.1978,7.916666666666667,,
1978-09-18 09:05:00,18.09.1978,9.083333333333334,,
1978-09-19 08:05:00,19.09.1978,8.083333333333334,,
1978-09-20 08:15:00,20.09.1978,8.25,,
1978-09-21 08:00:00,21.09.1978,8.0,,
1978-09-22 08:10:00,22.09.1978,8.166666666666666,,
1978-09-25 08:15:00,25.09.1978,8.25,,
1978-09-26 08:15:00,26.09.1978,8.25,,
1978-09-27 08:30:00,27.09.1978,8.5,,
1978-09-28 08:15:00,28.09.1978,8.25,,
1978-09-29 08:20:00,29.09.1978,8.333333333333334,,
1978-10-02 08:40:00,02.10.1978,8.666666666666666,,
1978-10-03 08:20:00,03.10.1978,8.333333333333334,,
1978-10-04 08:40:00,04.10.1978,8.666666666666666,,
1978-10-05 08:50:00,05.10.1978,8.833333333333334,,
1978-10-06 08:35:00,06.10.1978,8.583333333333334,,
1978-10-09 08:40:00,09.10.1978,8.666666666666666,,
1978-10-10 08:15:00,10.10.1978,8.25,,
1978-10-11 08:45:00,11.10.1978,8.75,,
1978-10-12 08:20:00,12.10.1978,8.333333333333334,,
1978-10-13 08:40:00,13.10.1978,8.666666666666666,,
1978-10-16 09:30:00,16.10.1978,9.5,,
1978-10-17 08:55:00,17.10.1978,8.916666666666666,,
1978-10-18 08:50:00,18.10.1978,8.833333333333334,,
1978-10-19 09:00:00,19.10.1978,9.0,,
1978-10-20 08:30:00,20.10.1978,8.5,,
1978-10-23 08:45:00,23.10.1978,8.75,,
1978-10-24 10:20:00,24.10.1978,10.333333333333334,,
1978-10-25 09:45:00,25.10.1978,9.75,,
1978-10-26 08:45:00,26.10.1978,8.75,,
1978-10-27 09:10:00,27.10.1978,9.166666666666666,,
1978-10-30 08:35:00,30.10.1978,8.583333333333334,,
1978-10-31 07:45:00,31.10.1978,7.75,,
1978-11-01 14:00:00,01.11.1978,14.0,,
1978-11-02 09:40:00,02.11.1978,9.666666666666666,,
1978-11-03 08:10:00,03.11.1978,8.166666666666666,,
1978-11-06 08:10:00,06.11.1978,8.166666666666666,,
1978-11-07 08:20:00,07.11.1978,8.333333333333334,,
1978-11-08 08:25:00,08.11.1978,8.416666666666666,,
1978-11-09 09:15:00,09.11.1978,9.25,,
1978-11-10 09:10:00,10.11.1978,9.166666666666666,,
1978-11-13 09:10:00,13.11.1978,9.166666666666666,,
1978-11-14 09:20:00,14.11.1978,9.333333333333334,,
1978-11-15 08:50:00,15.11.1978,8.833333333333334,,
1978-11-17 09:20:00,17.11.1978,9.333333333333334,,
1978-11-20 08:40:00,20.11.1978,8.666666666666666,,
1978-11-21 14:45:00,21.11.1978,14.75,,
1978-11-23 08:45:00,23.11.1978,8.75,,
1978-11-24 08:20:00,24.11.1978,8.333333333333334,,
1978-11-27 08:20:00,27.11.1978,8.333333333333334,,
1978-11-29 08:30:00,29.11.1978,8.5,,
1978-11-30 08:20:00,30.11.1978,8.333333333333334,,
1978-12-01 08:30:00,01.12.1978,8.5,,
1978-12-04 08:20:00,04.12.1978,8.333333333333334,,
1978-12-05 09:15:00,05.12.1978,9.25,,
1978-12-06 09:20:00,06.12.1978,9.333333333333334,,
1978-12-07 08:20:00,07.12.1978,8.333333333333334,,
1978-12-08 08:50:00,08.12.1978,8.833333333333334,,
1978-12-11 09:35:00,11.12.1978,9.583333333333334,,
1978-12-12 09:20:00,12.12.1978,9.333333333333334,,
1978-12-13 09:35:00,13.12.1978,9.583333333333334,,
1978-12-14 09:30:00,14.12.1978,9.5,,
1978-12-15 09:30:00,15.12.1978,9.5,,
1978-12-18 09:40:00,18.12.1978,9.666666666666666,,
1978-12-19 09:00:00,19.12.1978,9.0,,
1978-12-20 09:10:00,20.12.1978,9.166666666666666,,
1978-12-21 09:30:00,21.12.1978,9.5,,
1978-12-22 09:25:00,22.12.1978,9.416666666666666,,
1978-12-27 09:20:00,27.12.1978,9.333333333333334,,
1978-12-28 09:30:00,28.12.1978,9.5,,
1979-01-02 10:35:00,02.01.1979,10.583333333333334,,
1979-01-03 09:30:00,03.01.1979,9.5,,
1979-01-04 10:30:00,04.01.1979,10.5,,
1979-01-05 10:00:00,05.01.1979,10.0,,
1979-01-08 09:30:00,08.01.1979,9.5,,
1979-01-09 09:45:00,09.01.1979,9.75,,
1979-01-10 08:10:00,10.01.1979,8.166666666666666,,
1979-01-11 09:40:00,11.01.1979,9.666666666666666,,
1979-01-12 08:50:00,12.01.1979,8.833333333333334,,
1979-01-15 09:45:00,15.01.1979,9.75,,
1979-01-16 09:15:00,16.01.1979,9.25,,
1979-01-17 13:30:00,17.01.1979,13.5,,
1979-01-18 08:20:00,18.01.1979,8.333333333333334,,
1979-01-22 09:25:00,22.01.1979,9.416666666666666,,
1979-01-23 08:25:00,23.01.1979,8.416666666666666,,
1979-01-24 09:50:00,24.01.1979,9.833333333333334,,
1979-01-25 08:55:00,25.01.1979,8.916666666666666,,
1979-01-26 10:00:00,26.01.1979,10.0,,
1979-01-29 09:50:00,29.01.1979,9.833333333333334,,
1979-01-30 09:35:00,30.01.1979,9.583333333333334,,
1979-01-31 09:45:00,31.01.1979,9.75,,
1979-02-01 09:30:00,01.02.1979,9.5,,
1979-02-02 09:20:00,02.02.1979,9.333333333333334,,
1979-02-05 09:20:00,05.02.1979,9.333333333333334,,
1979-02-06 09:00:00,06.02.1979,9.0,,
1979-02-07 09:10:00,07.02.1979,9.166666666666666,,
1979-02-08 09:10:00,08.02.1979,9.166666666666666,,
1979-02-09 09:00:00,09.02.1979,9.0,,
1979-02-12 10:00:00,12.02.1979,10.0,,
1979-02-13 10:10:00,13.02.1979,10.166666666666666,,
1979-02-19 15:30:00,19.02.1979,15.5,,
1979-02-20 09:00:00,20.02.1979,9.0,,
1979-02-21 09:05:00,21.02.1979,9.083333333333334,,
1979-02-22 09:00:00,22.02.1979,9.0,,
1979-02-23 09:00:00,23.02.1979,9.0,,
1979-02-26 09:00:00,26.02.1979,9.0,,
1979-02-27 09:00:00,27.02.1979,9.0,,
1979-02-28 09:10:00,28.02.1979,9.166666666666666,,
1979-03-01 09:05:00,01.03.1979,9.083333333333334,,
1979-03-02 09:00:00,02.03.1979,9.0,,
1979-03-05 08:55:00,05.03.1979,8.916666666666666,,
1979-03-06 08:55:00,06.03.1979,8.916666666666666,,
1979-03-07 08:10:00,07.03.1979,8.166666666666666,,
1979-03-08 08:55:00,08.03.1979,8.916666666666666,,
1979-03-09 07:50:00,09.03.1979,7.833333333333333,,
1979-03-12 09:05:00,12.03.1979,9.083333333333334,,
1979-03-13 09:05:00,13.03.1979,9.083333333333334,,
1979-03-14 09:30:00,14.03.1979,9.5,,
1979-03-15 08:30:00,15.03.1979,8.5,,
1979-03-19 08:30:00,19.03.1979,8.5,,
1979-03-20 08:25:00,20.03.1979,8.416666666666666,,
1979-03-21 08:35:00,21.03.1979,8.583333333333334,,
1979-03-22 08:20:00,22.03.1979,8.333333333333334,,
1979-03-23 08:25:00,23.03.1979,8.416666666666666,,
1979-03-26 08:35:00,26.03.1979,8.583333333333334,,
1979-03-27 08:25:00,27.03.1979,8.416666666666666,,
1979-03-28 08:20:00,28.03.1979,8.333333333333334,,
1979-03-29 08:20:00,29.03.1979,8.333333333333334,,
1979-03-30 08:25:00,30.03.1979,8.416666666666666,,
1979-04-02 08:25:00,02.04.1979,8.416666666666666,,
1979-04-03 08:25:00,03.04.1979,8.416666666666666,,
1979-04-04 08:30:00,04.04.1979,8.5,,
1979-04-05 08:30:00,05.04.1979,8.5,,
1979-04-06 08:30:00,06.04.1979,8.5,,
1979-04-09 08:40:00,09.04.1979,8.666666666666666,,
1979-04-10 08:25:00,10.04.1979,8.416666666666666,,
1979-04-11 08:50:00,11.04.1979,8.833333333333334,,
1979-04-12 08:30:00,12.04.1979,8.5,,
1979-04-18 08:45:00,18.04.1979,8.75,,
1979-04-19 08:40:00,19.04.1979,8.666666666666666,,
1979-04-20 08:40:00,20.04.1979,8.666666666666666,,
1979-04-23 08:50:00,23.04.1979,8.833333333333334,,
1979-04-24 08:45:00,24.04.1979,8.75,,
1979-04-25 08:40:00,25.04.1979,8.666666666666666,,
1979-04-26 08:30:00,26.04.1979,8.5,,
1979-04-27 08:30:00,27.04.1979,8.5,,
1979-04-30 08:45:00,30.04.1979,8.75,,
1979-05-03 08:10:00,03.05.1979,8.166666666666666,,
1979-05-04 08:45:00,04.05.1979,8.75,,
1979-05-07 08:15:00,07.05.1979,8.25,,
1979-05-08 09:15:00,08.05.1979,9.25,,
1979-05-09 08:30:00,09.05.1979,8.5,,
1979-05-10 08:30:00,10.05.1979,8.5,,
1979-05-11 08:20:00,11.05.1979,8.333333333333334,,
1979-05-14 08:20:00,14.05.1979,8.333333333333334,,
1979-05-15 08:20:00,15.05.1979,8.333333333333334,,
1979-05-16 07:45:00,16.05.1979,7.75,,
1979-05-17 08:00:00,17.05.1979,8.0,,
1979-05-18 08:00:00,18.05.1979,8.0,,
1979-05-21 09:05:00,21.05.1979,9.083333333333334,,
1979-05-22 08:25:00,22.05.1979,8.416666666666666,,
1979-05-23 08:40:00,23.05.1979,8.666666666666666,,
1979-05-25 08:40:00,25.05.1979,8.666666666666666,,
1979-05-28 08:20:00,28.05.1979,8.333333333333334,,
1979-05-29 08:15:00,29.05.1979,8.25,,
1979-05-31 08:40:00,31.05.1979,8.666666666666666,,
1979-06-01 09:30:00,01.06.1979,9.5,,
1979-06-05 15:20:00,05.06.1979,15.333333333333334,,
1979-06-06 09:20:00,06.06.1979,9.333333333333334,,
1979-06-07 08:50:00,07.06.1979,8.833333333333334,,
1979-06-08 08:50:00,08.06.1979,8.833333333333334,,
1979-06-11 08:35:00,11.06.1979,8.583333333333334,,
1979-06-12 08:40:00,12.06.1979,8.666666666666666,,
1979-06-13 08:30:00,13.06.1979,8.5,,
1979-06-14 08:25:00,14.06.1979,8.416666666666666,,
1979-06-15 08:35:00,15.06.1979,8.583333333333334,,
1979-06-18 08:25:00,18.06.1979,8.416666666666666,,
1979-06-19 09:00:00,19.06.1979,9.0,,
1979-06-20 08:50:00,20.06.1979,8.833333333333334,,
1979-06-21 08:00:00,21.06.1979,8.0,,
1979-06-22 08:20:00,22.06.1979,8.333333333333334,,
1979-06-25 08:25:00,25.06.1979,8.416666666666666,,
1979-06-26 08:40:00,26.06.1979,8.666666666666666,,
1979-06-27 08:30:00,27.06.1979,8.5,,
1979-06-28 08:10:00,28.06.1979,8.166666666666666,,
1979-06-29 08:25:00,29.06.1979,8.416666666666666,,
1979-07-02 08:25:00,02.07.1979,8.416666666666666,,
1979-07-03 08:10:00,03.07.1979,8.166666666666666,,
1979-07-04 08:30:00,04.07.1979,8.5,,
1979-07-05 08:15:00,05.07.1979,8.25,,
1979-07-06 08:20:00,06.07.1979,8.333333333333334,,
1979-07-09 08:25:00,09.07.1979,8.416666666666666,,
1979-07-10 08:30:00,10.07.1979,8.5,,
1979-07-11 08:30:00,11.07.1979,8.5,,
1979-07-12 08:20:00,12.07.1979,8.333333333333334,,
1979-07-13 08:20:00,13.07.1979,8.333333333333334,,
1979-07-16 08:20:00,16.07.1979,8.333333333333334,,
1979-07-17 08:20:00,17.07.1979,8.333333333333334,,
1979-07-18 08:50:00,18.07.1979,8.833333333333334,,
1979-07-19 08:10:00,19.07.1979,8.166666666666666,,
1979-07-20 08:15:00,20.07.1979,8.25,,
1979-07-23 08:15:00,23.07.1979,8.25,,
1979-07-24 08:25:00,24.07.1979,8.416666666666666,,
1979-07-25 08:20:00,25.07.1979,8.333333333333334,,
1979-07-26 08:15:00,26.07.1979,8.25,,
1979-07-27 08:20:00,27.07.1979,8.333333333333334,,
1979-07-30 08:45:00,30.07.1979,8.75,,
1979-07-31 08:10:00,31.07.1979,8.166666666666666,,
1979-08-01 08:20:00,01.08.1979,8.333333333333334,,
1979-08-02 08:15:00,02.08.1979,8.25,,
1979-08-03 08:15:00,03.08.1979,8.25,,
1979-08-06 08:20:00,06.08.1979,8.333333333333334,,
1979-08-07 08:20:00,07.08.1979,8.333333333333334,,
1979-08-08 08:30:00,08.08.1979,8.5,,
1979-08-09 09:05:00,09.08.1979,9.083333333333334,,
1979-08-10 08:30:00,10.08.1979,8.5,,
1979-08-13 08:10:00,13.08.1979,8.166666666666666,,
1979-08-14 07:50:00,14.08.1979,7.833333333333333,,
1979-08-15 08:25:00,15.08.1979,8.416666666666666,,
1979-08-16 08:30:00,16.08.1979,8.5,,
1979-08-17 08:10:00,17.08.1979,8.166666666666666,,
1979-08-20 08:05:00,20.08.1979,8.083333333333334,,
1979-08-21 07:45:00,21.08.1979,7.75,,
1979-08-22 08:30:00,22.08.1979,8.5,,
1979-08-23 07:50:00,23.08.1979,7.833333333333333,,
1979-08-24 08:20:00,24.08.1979,8.333333333333334,,
1979-08-27 08:30:00,27.08.1979,8.5,,
1979-08-28 08:15:00,28.08.1979,8.25,,
1979-08-29 08:25:00,29.08.1979,8.416666666666666,,
1979-08-30 08:20:00,30.08.1979,8.333333333333334,,
1979-08-31 08:10:00,31.08.1979,8.166666666666666,,
1979-09-03 08:15:00,03.09.1979,8.25,,
1979-09-04 08:30:00,04.09.1979,8.5,,
1979-09-05 09:30:00,05.09.1979,9.5,,
1979-09-06 08:15:00,06.09.1979,8.25,,
1979-09-07 08:15:00,07.09.1979,8.25,,
1979-09-10 08:15:00,10.09.1979,8.25,,
1979-09-11 08:25:00,11.09.1979,8.416666666666666,,
1979-09-12 08:15:00,12.09.1979,8.25,,
1979-09-13 08:20:00,13.09.1979,8.333333333333334,,
1979-09-14 09:30:00,14.09.1979,9.5,,
1979-09-17 08:25:00,17.09.1979,8.416666666666666,,
1979-09-18 08:55:00,18.09.1979,8.916666666666666,,
1979-09-19 08:35:00,19.09.1979,8.583333333333334,,
1979-09-20 09:20:00,20.09.1979,9.333333333333334,,
1979-09-21 08:10:00,21.09.1979,8.166666666666666,,
1979-09-24 08:25:00,24.09.1979,8.416666666666666,,
1979-09-25 08:20:00,25.09.1979,8.333333333333334,,
1979-09-26 08:20:00,26.09.1979,8.333333333333334,,
1979-09-27 08:20:00,27.09.1979,8.333333333333334,,
1979-09-28 08:30:00,28.09.1979,8.5,,
1979-10-01 07:55:00,01.10.1979,7.916666666666667,,
1979-10-04 08:20:00,04.10.1979,8.333333333333334,,
1979-10-05 08:20:00,05.10.1979,8.333333333333334,,
1979-10-08 08:55:00,08.10.1979,8.916666666666666,,
1979-10-09 08:30:00,09.10.1979,8.5,,
1979-10-10 08:25:00,10.10.1979,8.416666666666666,,
1979-10-11 14:05:00,11.10.1979,14.083333333333334,,
1979-10-12 08:00:00,12.10.1979,8.0,,
1979-10-15 08:40:00,15.10.1979,8.666666666666666,,
1979-10-16 08:50:00,16.10.1979,8.833333333333334,,
1979-10-17 08:35:00,17.10.1979,8.583333333333334,,
1979-10-18 08:20:00,18.10.1979,8.333333333333334,,
1979-10-19 08:25:00,19.10.1979,8.416666666666666,,
1979-10-22 08:25:00,22.10.1979,8.416666666666666,,
1979-10-23 08:20:00,23.10.1979,8.333333333333334,,
1979-10-24 13:30:00,24.10.1979,13.5,,
1979-10-26 07:25:00,26.10.1979,7.416666666666667,,
1979-10-29 08:15:00,29.10.1979,8.25,,
1979-10-30 08:15:00,30.10.1979,8.25,,
1979-10-31 08:30:00,31.10.1979,8.5,,
1979-11-01 09:20:00,01.11.1979,9.333333333333334,,
1979-11-02 08:15:00,02.11.1979,8.25,,
1979-11-05 08:00:00,05.11.1979,8.0,,
1979-11-07 08:45:00,07.11.1979,8.75,,
1979-11-08 08:00:00,08.11.1979,8.0,,
1979-11-09 08:25:00,09.11.1979,8.416666666666666,,
1979-11-13 08:40:00,13.11.1979,8.666666666666666,,
1979-11-14 08:35:00,14.11.1979,8.583333333333334,,
1979-11-15 09:00:00,15.11.1979,9.0,,
1979-11-16 08:30:00,16.11.1979,8.5,,
1979-11-19 08:25:00,19.11.1979,8.416666666666666,,
1979-11-20 08:45:00,20.11.1979,8.75,,
1979-11-21 08:50:00,21.11.1979,8.833333333333334,,
1979-11-22 09:05:00,22.11.1979,9.083333333333334,,
1979-11-27 09:15:00,27.11.1979,9.25,,
1979-11-28 09:20:00,28.11.1979,9.333333333333334,,
1979-11-29 09:30:00,29.11.1979,9.5,,
1979-11-30 09:25:00,30.11.1979,9.416666666666666,,
1979-12-03 08:40:00,03.12.1979,8.666666666666666,,
1979-12-04 08:25:00,04.12.1979,8.416666666666666,,
1979-12-05 08:50:00,05.12.1979,8.833333333333334,,
1979-12-06 08:15:00,06.12.1979,8.25,,
1979-12-07 09:50:00,07.12.1979,9.833333333333334,,
1979-12-10 09:30:00,10.12.1979,9.5,,
1979-12-11 09:00:00,11.12.1979,9.0,,
1979-12-12 09:40:00,12.12.1979,9.666666666666666,,
1979-12-13 08:40:00,13.12.1979,8.666666666666666,,
1979-12-14 09:00:00,14.12.1979,9.0,,
1979-12-17 08:35:00,17.12.1979,8.583333333333334,,
1979-12-19 09:45:00,19.12.1979,9.75,,
1979-12-20 11:05:00,20.12.1979,11.083333333333334,,
1979-12-21 09:20:00,21.12.1979,9.333333333333334,,
1979-12-27 08:30:00,27.12.1979,8.5,,
1979-12-28 09:25:00,28.12.1979,9.416666666666666,,
1980-01-02 10:10:00,02.01.1980,10.166666666666666,,
1980-01-03 11:30:00,03.01.1980,11.5,,
1980-01-04 09:25:00,04.01.1980,9.416666666666666,,
1980-01-07 09:50:00,07.01.1980,9.833333333333334,,
1980-01-08 09:50:00,08.01.1980,9.833333333333334,,
1980-01-09 10:00:00,09.01.1980,10.0,,
1980-01-10 09:30:00,10.01.1980,9.5,,
1980-01-11 09:30:00,11.01.1980,9.5,,
1980-01-14 09:30:00,14.01.1980,9.5,,
1980-01-15 09:30:00,15.01.1980,9.5,,
1980-01-16 09:45:00,16.01.1980,9.75,,
1980-01-17 09:25:00,17.01.1980,9.416666666666666,,
1980-01-18 09:30:00,18.01.1980,9.5,,
1980-01-21 10:05:00,21.01.1980,10.083333333333334,,
1980-01-22 08:45:00,22.01.1980,8.75,,
1980-01-23 10:00:00,23.01.1980,10.0,,
1980-01-24 09:55:00,24.01.1980,9.916666666666666,,
1980-01-25 08:20:00,25.01.1980,8.333333333333334,,
1980-01-28 09:40:00,28.01.1980,9.666666666666666,,
1980-01-29 09:50:00,29.01.1980,9.833333333333334,,
1980-01-30 10:20:00,30.01.1980,10.333333333333334,,
1980-01-31 09:40:00,31.01.1980,9.666666666666666,,
1980-02-01 09:45:00,01.02.1980,9.75,,
1980-02-04 09:45:00,04.02.1980,9.75,,
1980-02-05 13:50:00,05.02.1980,13.833333333333334,,
1980-02-06 08:40:00,06.02.1980,8.666666666666666,,
1980-02-07 09:10:00,07.02.1980,9.166666666666666,,
1980-02-08 09:15:00,08.02.1980,9.25,,
1980-02-11 09:25:00,11.02.1980,9.416666666666666,,
1980-02-12 09:00:00,12.02.1980,9.0,,
1980-02-13 09:15:00,13.02.1980,9.25,,
1980-02-14 09:10:00,14.02.1980,9.166666666666666,,
1980-02-15 09:20:00,15.02.1980,9.333333333333334,,
1980-02-18 09:00:00,18.02.1980,9.0,,
1980-02-19 09:10:00,19.02.1980,9.166666666666666,,
1980-02-20 09:00:00,20.02.1980,9.0,,
1980-02-21 08:50:00,21.02.1980,8.833333333333334,,
1980-02-22 08:45:00,22.02.1980,8.75,,
1980-02-25 08:50:00,25.02.1980,8.833333333333334,,
1980-02-26 08:45:00,26.02.1980,8.75,,
